,unique_key,created_date,closed_date,agency_acronym,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,city,status,due_date,resolution_date,community_board,borough,latitude,longitude,dirty_long,dirty_lat
1534948,28251493,2014-06-13 12:57:00,2014-06-17 12:00:00,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11356.0,,,College Point,Closed,,2014-06-17 12:00:00,07 QUEENS,QUEENS,40.785368888600004,-73.8448103137,-73.84,40.79
1534949,28251495,2014-06-13 11:04:00,2014-06-13 12:00:00,DSNY,Manhattan 02,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10013.0,206 GRAND STREET,GRAND STREET,NEW YORK,Closed,,2014-06-13 12:00:00,02 MANHATTAN,MANHATTAN,40.7190147691,-73.9963564443,-74.0,40.72
1534950,28251524,2014-06-13 14:13:54,2014-08-13 06:31:22,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Toilet Facility,Restaurant/Bar/Deli/Bakery,11354.0,40-24 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,FLUSHING,Closed,08/12/2014 02:13:54 PM,2014-08-13 06:31:22,07 QUEENS,QUEENS,40.757450835,-73.8340538716,-73.83,40.76
1534951,28251539,2014-06-13 13:40:00,2014-06-17 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11375.0,,,Forest Hills,Closed,,2014-06-17 12:00:00,06 QUEENS,QUEENS,40.7256320219,-73.84069216729999,-73.84,40.73
1534952,28251540,2014-06-13 13:40:00,2014-06-17 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11373.0,,,Elmhurst,Closed,,2014-06-17 12:00:00,04 QUEENS,QUEENS,40.7467891464,-73.8719206893,-73.87,40.75
1534953,28251575,2014-06-13 18:00:00,2014-06-16 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11210.0,,,BROOKLYN,Closed,,2014-06-16 12:00:00,17 BROOKLYN,BROOKLYN,40.6320154288,-73.9417574852,-73.94,40.63
1534954,28251581,2014-06-13 14:03:00,,DEP,Department of Environmental Protection,Asbestos,Asbestos Complaint (B1),,11211.0,26 POWERS STREET,POWERS STREET,BROOKLYN,Started,,2014-06-13 14:11:00,01 BROOKLYN,BROOKLYN,40.7117825818,-73.950182484,-73.95,40.71
1534955,28251597,2014-06-13 11:17:00,2014-06-14 12:00:00,DSNY,A - Manhattan,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10038.0,,,NEW YORK,Closed,,2014-06-14 12:00:00,01 MANHATTAN,MANHATTAN,40.7095234304,-74.0016664189,-74.0,40.71
1534956,28251606,2014-06-12 18:34:00,2014-06-14 12:00:00,DSNY,A - Queens,Dirty Conditions,E5 Loose Rubbish,Sidewalk,11435.0,146-01 ARCHER AVENUE,ARCHER AVENUE,Jamaica,Closed,,2014-06-14 12:00:00,12 QUEENS,QUEENS,40.7003147107,-73.8085396194,-73.81,40.7
1534957,28251610,2014-06-13 11:55:20,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,Other (Explain Below),10040.0,68 THAYER STREET,THAYER STREET,NEW YORK,Assigned,07/13/2014 11:55:20 AM,2014-09-25 11:56:13,12 MANHATTAN,MANHATTAN,40.8638093656,-73.9273028282,-73.93,40.86
1534958,28251631,2014-06-13 13:41:00,2014-06-19 12:00:00,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10467.0,,,BRONX,Closed,,2014-06-19 12:00:00,11 BRONX,BRONX,40.8678894499,-73.8672764604,-73.87,40.87
1534959,28251641,2014-06-13 13:40:00,2014-06-17 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11375.0,,,Forest Hills,Closed,,2014-06-17 12:00:00,06 QUEENS,QUEENS,40.7356482877,-73.8535790283,-73.85,40.74
1534960,28251656,2014-06-13 09:33:00,2014-06-13 12:00:00,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11230.0,AVENUE M,AVENUE M,BROOKLYN,Closed,,2014-06-13 12:00:00,12 BROOKLYN,BROOKLYN,40.6167053188,-73.97187596020001,-73.97,40.62
1534961,28251657,2014-06-13 11:21:00,2014-06-17 12:00:00,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11355.0,,,Flushing,Closed,,2014-06-17 12:00:00,07 QUEENS,QUEENS,40.7590409138,-73.8235566412,-73.82,40.76
1534962,28251673,2014-06-13 12:27:49,2014-08-13 06:31:16,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Protection,Restaurant/Bar/Deli/Bakery,10453.0,10 WEST BURNSIDE AVENUE,WEST BURNSIDE AVENUE,BRONX,Closed,08/12/2014 12:27:49 PM,2014-08-13 06:31:16,05 BRONX,BRONX,40.853807465,-73.9078047206,-73.91,40.85
1534963,28251755,2014-06-13 08:43:08,2014-06-24 13:46:05,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Other (Explain Below),10037.0,480 LENOX AVENUE,LENOX AVENUE,NEW YORK,Closed,06/27/2014 08:43:08 AM,2014-06-24 13:46:05,10 MANHATTAN,MANHATTAN,40.8132653458,-73.9414579799,-73.94,40.81
1534964,28251772,2014-06-13 22:51:18,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,Commercial Building,10010.0,145 EAST 23 STREET,EAST 23 STREET,NEW YORK,Assigned,07/28/2014 10:51:18 PM,2014-09-25 14:29:55,06 MANHATTAN,MANHATTAN,40.7393414206,-73.98432432189999,-73.98,40.74
1534965,28251775,2014-06-13 14:19:00,2014-06-16 12:00:00,DSNY,BCC - Queens East,Sanitation Condition,22 Weeds,Sidewalk,11691.0,330 BEACH 40 STREET,BEACH 40 STREET,Far Rockaway,Closed,,2014-06-16 12:00:00,14 QUEENS,QUEENS,40.5948153756,-73.7721105503,-73.77,40.59
1534966,28251805,2014-06-13 14:29:00,2014-06-14 12:00:00,DSNY,Bronx 10,Sanitation Condition,22 Weeds,Sidewalk,10461.0,1729 LIBBY PLACE,LIBBY PLACE,BRONX,Closed,,2014-06-14 12:00:00,10 BRONX,BRONX,40.8465854069,-73.8355808819,-73.84,40.85
1534967,28251822,2014-06-13 00:00:00,2014-07-01 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10031.0,471 WEST 140 STREET,WEST 140 STREET,NEW YORK,Closed,07/13/2014 08:19:46 AM,2014-07-01 00:00:00,09 MANHATTAN,MANHATTAN,40.8217694091,-73.949189656,-73.95,40.82
1534968,28251832,2014-06-13 10:44:00,2014-06-14 12:00:00,DSNY,Queens West 06,Sanitation Condition,22 Weeds,Sidewalk,11375.0,112-31 68 ROAD,68 ROAD,Forest Hills,Closed,,2014-06-14 12:00:00,06 QUEENS,QUEENS,40.7277272639,-73.8414087502,-73.84,40.73
1534969,28252005,2014-06-13 00:00:00,2014-06-19 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,10472.0,1156 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,BRONX,Closed,07/13/2014 06:26:52 PM,2014-06-19 00:00:00,09 BRONX,BRONX,40.8288534395,-73.86660634430001,-73.87,40.83
1534970,28252017,2014-06-13 00:00:00,2014-06-19 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11420.0,115-59 122 STREET,122 STREET,South Ozone Park,Closed,07/13/2014 08:00:44 PM,2014-06-19 00:00:00,10 QUEENS,QUEENS,40.676420370100004,-73.8163088918,-73.82,40.68
1534971,28252018,2014-06-13 17:12:14,2014-06-13 20:53:12,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,11102.0,30-44 14 STREET,14 STREET,ASTORIA,Closed,06/14/2014 01:12:14 AM,2014-06-13 20:53:12,01 QUEENS,QUEENS,40.7697664293,-73.9308027132,-73.93,40.77
1534972,28252111,2014-06-13 00:00:00,2014-06-24 14:02:46,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10453.0,1655 MACOMBS ROAD,MACOMBS ROAD,BRONX,Closed,07/13/2014 09:22:32 AM,2014-06-24 14:02:46,05 BRONX,BRONX,40.8477124068,-73.9162240222,-73.92,40.85
1534973,28252184,2014-06-13 22:01:00,2014-06-14 12:00:00,DSNY,BCC - Staten Island,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10306.0,1829 RICHMOND ROAD,RICHMOND ROAD,STATEN ISLAND,Closed,,2014-06-14 12:00:00,02 STATEN ISLAND,STATEN ISLAND,40.586141379299995,-74.10500647020001,-74.11,40.59
1534974,28252170,2014-06-13 00:00:00,2014-04-03 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10002.0,125 HENRY STREET,HENRY STREET,NEW YORK,Pending,07/13/2014 02:37:59 PM,2014-06-13 14:41:19,03 MANHATTAN,MANHATTAN,40.7132944141,-73.99125982390001,-73.99,40.71
1534975,28252171,2014-06-13 16:16:25,2014-08-13 06:31:15,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,Restaurant/Bar/Deli/Bakery,10314.0,2520 VICTORY BOULEVARD,VICTORY BOULEVARD,STATEN ISLAND,Closed,08/12/2014 04:16:25 PM,2014-08-13 06:31:15,01 STATEN ISLAND,STATEN ISLAND,40.6100762695,-74.1473052674,-74.15,40.61
1534976,28252185,2014-06-13 16:57:00,2014-06-14 12:00:00,DSNY,Brooklyn South 10,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11209.0,SHORE ROAD,SHORE ROAD,BROOKLYN,Closed,,2014-06-14 12:00:00,10 BROOKLYN,BROOKLYN,40.6339868182,-74.0367890549,-74.04,40.63
1534977,28252299,2014-06-13 16:18:00,2014-06-18 12:00:00,DSNY,Brooklyn North 03,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11216.0,398 PUTNAM AVENUE,PUTNAM AVENUE,BROOKLYN,Closed,,2014-06-18 12:00:00,03 BROOKLYN,BROOKLYN,40.6845496123,-73.9454794709,-73.95,40.68
1534978,28252222,2014-06-13 11:09:00,2014-06-27 12:00:00,DSNY,P - Manhattan and Bronx,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,10462.0,1540 WHITE PLAINS ROAD,WHITE PLAINS ROAD,BRONX,Closed,,2014-06-27 12:00:00,09 BRONX,BRONX,40.8390659366,-73.8637561092,-73.86,40.84
1534979,28252242,2014-06-13 11:50:00,2014-06-14 12:00:00,DSNY,BCC - Queens East,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,Closed,,2014-06-14 12:00:00,08 QUEENS,QUEENS,,,,
1534980,28252281,2014-06-13 00:00:00,2014-07-07 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11206.0,123 MAUJER STREET,MAUJER STREET,BROOKLYN,Closed,07/13/2014 05:13:42 PM,2014-07-07 00:00:00,Unspecified BROOKLYN,BROOKLYN,40.710811734800004,-73.9458727997,-73.95,40.71
1534981,28252304,2014-06-13 07:31:00,2014-06-16 12:00:00,DSNY,BCC - Queens East,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11422.0,,,Rosedale,Closed,,2014-06-16 12:00:00,13 QUEENS,QUEENS,40.6527008081,-73.7268999878,-73.73,40.65
1534982,28252355,2014-06-13 00:00:00,2014-06-23 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10465.0,2800 BARKLEY AVENUE,BARKLEY AVENUE,BRONX,Closed,07/13/2014 06:56:54 PM,2014-06-23 00:00:00,10 BRONX,BRONX,40.8294744393,-73.8296211807,-73.83,40.83
1534983,28252361,2014-06-13 00:00:00,2014-07-09 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027.0,121 LASALLE STREET,LASALLE STREET,NEW YORK,Closed,07/13/2014 01:36:25 PM,2014-07-09 00:00:00,09 MANHATTAN,MANHATTAN,40.8140144259,-73.9602357765,-73.96,40.81
1534984,28252362,2014-06-13 00:00:00,2014-06-25 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11203.0,50 EAST 56 STREET,EAST 56 STREET,BROOKLYN,Closed,07/13/2014 08:30:23 PM,2014-06-25 00:00:00,17 BROOKLYN,BROOKLYN,40.6561214364,-73.9250459406,-73.93,40.66
1534985,28252378,2014-06-13 12:36:00,2014-06-16 12:00:00,DSNY,A - Queens,Dirty Conditions,E11 Litter Surveillance,Sidewalk,11374.0,,,Rego Park,Closed,,2014-06-16 12:00:00,06 QUEENS,QUEENS,40.730117394299995,-73.86231192689999,-73.86,40.73
1534986,28252379,2014-06-13 15:28:00,2014-06-17 12:00:00,DSNY,A - Queens,Dirty Conditions,E11 Litter Surveillance,Sidewalk,11354.0,33-02 PARSONS BOULEVARD,PARSONS BOULEVARD,Flushing,Closed,,2014-06-17 12:00:00,07 QUEENS,QUEENS,40.7679568066,-73.8241792349,-73.82,40.77
1534987,28252394,2014-06-13 07:56:00,2014-06-16 12:00:00,DSNY,BCC - Queens East,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,Closed,,2014-06-16 12:00:00,13 QUEENS,QUEENS,,,,
1534988,28252400,2014-06-13 10:28:17,2014-10-22 09:31:00,DOHMH,Department of Health and Mental Hygiene,Mold,Public Complaint - Comm Location,Commercial Building,10027.0,600 WEST 122 STREET,WEST 122 STREET,NEW YORK,Closed,07/28/2014 10:28:17 AM,2014-10-22 09:31:00,09 MANHATTAN,MANHATTAN,40.811928817600005,-73.9613532904,-73.96,40.81
1534989,28252401,2014-06-13 11:42:14,2014-10-22 09:31:04,DOHMH,Department of Health and Mental Hygiene,Mold,Public Complaint - Comm Location,Commercial Building,11433.0,109-04 160 STREET,160 STREET,JAMAICA,Closed,07/28/2014 11:42:14 AM,2014-10-22 09:31:04,12 QUEENS,QUEENS,40.6939566075,-73.7920273568,-73.79,40.69
1534990,28252406,2014-06-13 13:41:00,2014-06-16 12:00:00,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10019.0,320 WEST 56 STREET,WEST 56 STREET,NEW YORK,Closed,,2014-06-16 12:00:00,04 MANHATTAN,MANHATTAN,40.7663881366,-73.98420243449999,-73.98,40.77
1534991,28252407,2014-06-13 13:40:00,2014-06-27 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,10312.0,,,STATEN ISLAND,Closed,,2014-06-27 12:00:00,03 STATEN ISLAND,STATEN ISLAND,40.552412095,-74.1910365661,-74.19,40.55
1534992,28252408,2014-06-13 09:32:00,2014-06-19 12:00:00,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10009.0,321 EAST 3 STREET,EAST 3 STREET,NEW YORK,Closed,,2014-06-19 12:00:00,03 MANHATTAN,MANHATTAN,40.7212472468,-73.9795629358,-73.98,40.72
1534993,28252410,2014-06-13 15:12:00,2014-06-14 12:00:00,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11203.0,,,BROOKLYN,Closed,,2014-06-14 12:00:00,17 BROOKLYN,BROOKLYN,40.6466434021,-73.9245917277,-73.92,40.65
1534994,28252463,2014-06-13 12:14:00,2014-06-14 12:00:00,DSNY,BCC - Brooklyn South,Sanitation Condition,12 Dead Animals,Sidewalk,11231.0,101 PRESIDENT STREET,PRESIDENT STREET,BROOKLYN,Closed,,2014-06-14 12:00:00,06 BROOKLYN,BROOKLYN,40.6835716323,-74.00276907279999,-74.0,40.68
1534995,28252555,2014-06-13 13:41:00,2014-06-16 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11373.0,,,Elmhurst,Closed,,2014-06-16 12:00:00,04 QUEENS,QUEENS,40.7416789703,-73.8675567539,-73.87,40.74
1534996,28252561,2014-06-13 06:11:00,2014-06-16 12:00:00,DSNY,BCC - Queens East,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,Closed,,2014-06-16 12:00:00,13 QUEENS,QUEENS,,,,
1534997,28252562,2014-06-13 13:20:00,2014-06-14 12:00:00,DSNY,Bronx 05,Sanitation Condition,12 Dead Animals,Sidewalk,10452.0,,,BRONX,Closed,,2014-06-14 12:00:00,05 BRONX,BRONX,40.8464146402,-73.9168870903,-73.92,40.85
1534998,28252566,2014-06-13 10:06:40,2014-08-13 06:31:10,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Ventilation,Restaurant/Bar/Deli/Bakery,10018.0,,,NEW YORK,Closed,08/12/2014 10:06:40 AM,2014-08-13 06:31:10,04 MANHATTAN,MANHATTAN,40.7564889094,-73.997758494,-74.0,40.76
1534999,28252575,2014-06-13 13:40:00,2014-06-20 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,10312.0,,,STATEN ISLAND,Closed,,2014-06-20 12:00:00,03 STATEN ISLAND,STATEN ISLAND,40.5507894223,-74.2009707281,-74.2,40.55
1535000,28252576,2014-06-13 13:40:00,2014-06-27 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,10308.0,,,STATEN ISLAND,Closed,,2014-06-27 12:00:00,03 STATEN ISLAND,STATEN ISLAND,40.5537162193,-74.1603121628,-74.16,40.55
1535001,28252611,2014-06-13 00:00:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10309.0,17 MARETZEK COURT,MARETZEK COURT,STATEN ISLAND,Assigned,07/13/2014 09:14:24 AM,2014-06-13 09:22:17,03 STATEN ISLAND,STATEN ISLAND,40.526531837,-74.2154804484,-74.22,40.53
1535002,28252612,2014-06-13 00:00:00,2014-06-18 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11234.0,2021 EAST 63 STREET,EAST 63 STREET,BROOKLYN,Closed,07/13/2014 12:18:20 PM,2014-06-18 00:00:00,18 BROOKLYN,BROOKLYN,40.6171407896,-73.91444226819999,-73.91,40.62
1535003,28252629,2014-06-13 19:23:25,2014-08-13 06:31:39,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10302.0,1419 FOREST AVENUE,FOREST AVENUE,STATEN ISLAND,Closed,08/12/2014 07:23:25 PM,2014-08-13 06:31:39,01 STATEN ISLAND,STATEN ISLAND,40.624934009499995,-74.1360409309,-74.14,40.62
1535004,28252702,2014-06-13 08:56:00,2014-06-18 12:00:00,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11434.0,,,Jamaica,Closed,,2014-06-18 12:00:00,12 QUEENS,QUEENS,40.680424287,-73.7714718828,-73.77,40.68
1535005,28252663,2014-06-13 12:21:00,2014-06-18 12:00:00,DSNY,A - Queens,Dirty Conditions,E1 Improper Disposal,Sidewalk,11434.0,115-77 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,Jamaica,Closed,,2014-06-18 12:00:00,12 QUEENS,QUEENS,40.6829538498,-73.7926133192,-73.79,40.68
1535006,28252678,2014-06-13 13:41:00,2014-06-16 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,,,,Closed,,2014-06-16 12:00:00,04 QUEENS,QUEENS,,,,
1535007,28252699,2014-06-13 19:03:00,2014-06-14 12:00:00,DSNY,A - Bronx,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10463.0,3660 OXFORD AVENUE,OXFORD AVENUE,BRONX,Closed,,2014-06-14 12:00:00,08 BRONX,BRONX,40.8876887309,-73.9087414574,-73.91,40.89
1535008,28252700,2014-06-13 11:08:00,2014-06-14 12:00:00,DSNY,A - Bronx,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10473.0,2245 RANDALL AVENUE,RANDALL AVENUE,BRONX,Closed,,2014-06-14 12:00:00,09 BRONX,BRONX,40.8191948092,-73.8467618906,-73.85,40.82
1535009,28252701,2014-06-13 10:44:00,2014-06-14 12:00:00,DSNY,A - Bronx,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10469.0,1288 GIVAN AVENUE,GIVAN AVENUE,BRONX,Closed,,2014-06-14 12:00:00,12 BRONX,BRONX,40.8732285208,-73.84987717,-73.85,40.87
1535010,28252712,2014-06-13 08:25:00,2014-06-13 12:00:00,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11428.0,224-20 93 ROAD,93 ROAD,Queens Village,Closed,,2014-06-13 12:00:00,13 QUEENS,QUEENS,40.7229637954,-73.7312551856,-73.73,40.72
1535011,28252713,2014-06-13 21:55:00,2014-06-21 12:00:00,DSNY,A - Brooklyn,Dirty Conditions,E5 Loose Rubbish,Sidewalk,11215.0,,,BROOKLYN,Closed,,2014-06-21 12:00:00,06 BROOKLYN,BROOKLYN,40.6761486722,-73.9838993455,-73.98,40.68
1535012,28252736,2014-06-13 09:11:00,,DEP,Department of Environmental Protection,Asbestos,Asbestos Complaint (B1),,11372.0,74-10 35 AVENUE,35 AVENUE,Jackson Heights,Started,,2014-06-13 09:46:00,03 QUEENS,QUEENS,40.7510173466,-73.89191484199999,-73.89,40.75
1535013,28252803,2014-06-13 12:05:00,2014-06-14 12:00:00,DSNY,BCC - Staten Island,Sanitation Condition,22 Weeds,Sidewalk,10306.0,2681 AMBOY ROAD,AMBOY ROAD,STATEN ISLAND,Closed,,2014-06-14 12:00:00,03 STATEN ISLAND,STATEN ISLAND,40.5712368799,-74.121893505,-74.12,40.57
1535014,28252857,2014-06-13 10:00:00,2014-06-14 12:00:00,DSNY,BCC - Staten Island,Sanitation Condition,22 Weeds,Sidewalk,10312.0,,,STATEN ISLAND,Closed,,2014-06-14 12:00:00,03 STATEN ISLAND,STATEN ISLAND,40.5267355433,-74.1747617922,-74.17,40.53
1535015,28252915,2014-06-13 08:54:00,2014-06-17 12:00:00,DSNY,Bronx 11,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10460.0,586 MORRIS PARK AVENUE,MORRIS PARK AVENUE,BRONX,Closed,,2014-06-17 12:00:00,11 BRONX,BRONX,40.8438076099,-73.8698580988,-73.87,40.84
1535016,28252937,2014-06-13 06:33:00,2014-06-17 12:00:00,DSNY,Brooklyn North 03,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11216.0,110 KOSCIUSKO STREET,KOSCIUSKO STREET,BROOKLYN,Closed,,2014-06-17 12:00:00,03 BROOKLYN,BROOKLYN,40.6907084299,-73.9505624305,-73.95,40.69
1535017,28253001,2014-06-13 05:40:00,2014-06-16 12:00:00,DSNY,BCC - Queens West,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11378.0,64-31 59 AVENUE,59 AVENUE,Maspeth,Closed,,2014-06-16 12:00:00,05 QUEENS,QUEENS,40.7202391907,-73.89967048279999,-73.9,40.72
1535018,28253058,2014-06-13 23:16:05,2014-06-14 03:23:15,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,11204.0,1814 59 STREET,59 STREET,BROOKLYN,Closed,06/14/2014 07:16:05 AM,2014-06-14 03:23:16,12 BROOKLYN,BROOKLYN,40.6222963222,-73.98615653979999,-73.99,40.62
1535019,28253141,2014-06-13 00:00:00,2014-06-27 09:23:34,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,11231.0,2-98 TOMPKINS PL,TOMPKINS PL,BROOKLYN,Closed,07/13/2014 10:58:11 PM,2014-06-27 09:23:34,Unspecified BROOKLYN,BROOKLYN,40.6854846848,-73.99553257859999,-74.0,40.69
1535020,28253144,2014-06-13 08:54:00,2014-06-14 12:00:00,DSNY,BCC - Queens East,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11357.0,18-18 149 STREET,149 STREET,Whitestone,Closed,,2014-06-14 12:00:00,07 QUEENS,QUEENS,40.7827339685,-73.8167883393,-73.82,40.78
1535021,28253149,2014-06-13 12:57:21,2014-08-13 06:31:27,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,Restaurant/Bar/Deli/Bakery,11231.0,320 COURT STREET,COURT STREET,BROOKLYN,Closed,08/12/2014 12:57:21 PM,2014-08-13 06:31:27,06 BROOKLYN,BROOKLYN,40.6832778858,-73.99546782659999,-74.0,40.68
1535022,28253165,2014-06-13 11:06:00,2014-06-14 12:00:00,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11234.0,AVENUE U,AVENUE U,BROOKLYN,Closed,,2014-06-14 12:00:00,18 BROOKLYN,BROOKLYN,40.6085730783,-73.92447266180001,-73.92,40.61
1535023,28253166,2014-06-13 10:58:00,2014-06-16 12:00:00,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11206.0,312 TEN EYCK STREET,TEN EYCK STREET,BROOKLYN,Closed,,2014-06-16 12:00:00,01 BROOKLYN,BROOKLYN,40.7113534361,-73.93701340300001,-73.94,40.71
1535024,28253174,2014-06-13 20:37:17,2014-09-25 14:28:49,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11205.0,224 HALL STREET,HALL STREET,BROOKLYN,Closed,07/13/2014 08:37:17 PM,2014-09-25 14:28:49,02 BROOKLYN,BROOKLYN,40.691232634,-73.9654835797,-73.97,40.69
1535025,28253178,2014-06-13 00:00:00,2014-06-19 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11417.0,84-12 PITKIN AVENUE,PITKIN AVENUE,Ozone Park,Closed,07/13/2014 04:27:31 PM,2014-06-19 00:00:00,10 QUEENS,QUEENS,40.675226005700004,-73.85224800579999,-73.85,40.68
1535026,28253179,2014-06-13 00:00:00,2014-06-06 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10024.0,21 WEST 86 STREET,WEST 86 STREET,NEW YORK,Pending,07/13/2014 10:08:16 AM,2014-06-13 10:15:55,07 MANHATTAN,MANHATTAN,40.785650666900004,-73.9701615516,-73.97,40.79
1535027,28253266,2014-06-13 00:00:00,2014-06-20 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10470.0,140 EAST 236 STREET,EAST 236 STREET,BRONX,Closed,07/13/2014 04:57:46 PM,2014-06-20 00:00:00,12 BRONX,BRONX,40.897778798699996,-73.8718359251,-73.87,40.9
1535028,28253327,2014-06-13 10:56:00,,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10022.0,,,NEW YORK,Assigned,,2014-06-14 03:10:00,05 MANHATTAN,MANHATTAN,40.763588780300005,-73.9714096295,-73.97,40.76
